x,y,w,h,aspect_ratio,ground_truth,predicted
154,74,60,60,1.0,right,center
54,81,57,57,1.0,left,center
155,76,59,59,1.0,right,center
54,82,57,57,1.0,left,center
150,71,62,62,1.0,right,center
52,80,56,56,1.0,left,center
140,52,84,84,1.0,right,center
49,56,88,88,1.0,left,center
154,78,58,58,1.0,right,left
52,79,55,55,1.0,left,right
142,67,68,68,1.0,right,center
48,77,55,55,1.0,left,center
145,68,63,63,1.0,right,center
151,76,61,61,1.0,right,center
50,80,61,61,1.0,left,center
51,80,57,57,1.0,left,center
151,74,59,59,1.0,right,center
152,75,60,60,1.0,right,center
49,80,58,58,1.0,left,center
33,85,53,53,1.0,left,right
150,74,62,62,1.0,right,left
49,79,60,60,1.0,left,center
148,71,61,61,1.0,right,center
47,78,56,56,1.0,left,center
54,82,54,54,1.0,left,center
154,74,59,59,1.0,right,center
155,75,63,63,1.0,right,center
55,84,55,55,1.0,left,center
151,72,57,57,1.0,right,center
49,76,58,58,1.0,left,center
51,78,58,58,1.0,left,center
153,71,64,64,1.0,right,center
50,79,58,58,1.0,left,center
151,72,63,63,1.0,right,left
156,76,60,60,1.0,right,center
52,81,59,59,1.0,left,center
48,78,57,57,1.0,left,center
150,72,60,60,1.0,right,left
150,72,60,60,1.0,right,left
49,79,57,57,1.0,left,center
151,71,61,61,1.0,right,center
50,78,55,55,1.0,left,center
148,70,59,59,1.0,right,center
44,75,60,60,1.0,left,center
68,73,55,55,1.0,center,left
