x,y,w,h,aspect_ratio,ground_truth,predicted
125,61,52,52,1.0,right,center
50,62,55,55,1.0,left,center
118,54,60,60,1.0,right,center
61,69,44,44,1.0,center,center
45,57,57,57,1.0,left,center
53,69,42,42,1.0,left,center
121,61,52,52,1.0,right,center
49,69,45,45,1.0,left,center
123,60,52,52,1.0,right,center
130,66,48,48,1.0,right,center
50,72,45,45,1.0,left,center
129,61,49,49,1.0,right,center
48,68,45,45,1.0,left,center
108,182,30,30,1.0,center,right
127,62,50,50,1.0,right,center
48,70,44,44,1.0,left,center
131,61,51,51,1.0,right,center
52,70,44,44,1.0,left,center
130,61,49,49,1.0,right,center
49,68,46,46,1.0,left,center
127,61,52,52,1.0,right,center
46,69,47,47,1.0,left,center
129,62,50,50,1.0,right,center
47,69,46,46,1.0,left,center
134,64,49,49,1.0,right,center
54,71,45,45,1.0,left,center
130,64,50,50,1.0,right,center
50,72,45,45,1.0,left,center
131,63,50,50,1.0,right,center
51,72,44,44,1.0,left,center
130,60,50,50,1.0,right,center
51,69,44,44,1.0,left,center
126,62,50,50,1.0,right,center
44,71,46,46,1.0,left,center
126,60,47,47,1.0,right,center
49,69,42,42,1.0,left,center
123,62,54,54,1.0,right,center
123,60,56,56,1.0,right,center
114,30,87,87,1.0,right,center
54,71,42,42,1.0,left,center
127,60,51,51,1.0,right,center
126,60,50,50,1.0,right,center
49,69,44,44,1.0,left,center
130,60,49,49,1.0,right,center
49,68,46,46,1.0,left,center
131,61,50,50,1.0,right,center
52,72,43,43,1.0,left,center
89,171,22,22,1.0,center,center
132,61,49,49,1.0,right,center
52,70,44,44,1.0,left,center
85,167,26,26,1.0,center,center
52,69,45,45,1.0,left,center
130,59,52,52,1.0,right,center
125,59,51,51,1.0,right,center
49,70,43,43,1.0,left,center
118,43,72,72,1.0,right,right
50,66,53,53,1.0,left,center
104,182,28,28,1.0,center,right
43,52,62,62,1.0,left,center
107,44,68,68,1.0,right,right
124,62,48,48,1.0,right,center
51,69,45,45,1.0,left,center
128,64,48,48,1.0,right,center
53,72,45,45,1.0,left,center
125,57,51,51,1.0,right,center
48,66,44,44,1.0,left,center
127,61,49,49,1.0,right,center
48,70,44,44,1.0,left,center
125,59,48,48,1.0,right,center
46,66,45,45,1.0,left,center
124,57,50,50,1.0,right,center
47,66,44,44,1.0,left,center
125,58,51,51,1.0,right,center
47,67,45,45,1.0,left,center
129,63,50,50,1.0,right,center
48,70,46,46,1.0,left,center
129,60,50,50,1.0,right,center
50,69,44,44,1.0,left,center
127,59,51,51,1.0,right,center
49,68,45,45,1.0,left,center
29,73,42,42,1.0,left,center
131,62,51,51,1.0,right,center
50,70,47,47,1.0,left,center
131,60,52,52,1.0,right,center
51,70,46,46,1.0,left,center
135,64,50,50,1.0,right,center
54,72,47,47,1.0,left,center
127,60,52,52,1.0,right,center
47,69,47,47,1.0,left,center
129,60,51,51,1.0,right,center
48,69,48,48,1.0,left,center
129,58,50,50,1.0,right,center
48,67,47,47,1.0,left,center
48,62,53,53,1.0,left,center
118,60,51,51,1.0,right,center
44,53,61,61,1.0,left,center
117,54,59,59,1.0,right,center
48,67,46,46,1.0,left,center
123,58,50,50,1.0,right,center
129,60,50,50,1.0,right,center
50,69,46,46,1.0,left,center
133,60,51,51,1.0,right,center
53,70,46,46,1.0,left,center
131,58,50,50,1.0,right,center
50,67,47,47,1.0,left,center
130,58,49,49,1.0,right,center
88,166,28,28,1.0,center,center
50,68,45,45,1.0,left,center
128,60,48,48,1.0,right,center
51,70,45,45,1.0,left,center
71,157,46,46,1.0,center,center
93,171,24,24,1.0,center,right
117,55,61,61,1.0,right,center
43,49,70,70,1.0,center,center
120,62,53,53,1.0,center,center
121,34,80,80,1.0,right,center
47,57,61,61,1.0,left,center
122,55,57,57,1.0,right,center
51,66,51,51,1.0,left,center
127,56,50,50,1.0,right,center
47,66,46,46,1.0,left,center
130,59,52,52,1.0,right,center
52,70,46,46,1.0,left,center
127,56,50,50,1.0,right,center
48,68,46,46,1.0,left,center
84,159,34,34,1.0,center,center
112,46,67,67,1.0,right,center
33,43,70,70,1.0,left,center
116,55,55,55,1.0,right,center
108,27,84,84,1.0,right,center
129,65,47,47,1.0,right,center
51,73,46,46,1.0,left,center
87,170,27,27,1.0,center,center
56,75,43,43,1.0,left,center
133,65,49,49,1.0,right,center
125,60,50,50,1.0,right,center
34,2,26,26,1.0,left,center
47,69,47,47,1.0,left,center
125,62,49,49,1.0,right,center
48,73,45,45,1.0,left,center
121,56,49,49,1.0,right,center
45,68,44,44,1.0,left,center
122,56,49,49,1.0,right,center
46,70,44,44,1.0,left,center
126,62,49,49,1.0,right,center
57,78,40,40,1.0,left,center
118,59,47,47,1.0,right,center
45,70,46,46,1.0,left,center
112,52,50,50,1.0,right,center
83,151,25,25,1.0,center,center
39,63,49,49,1.0,left,center
112,48,49,49,1.0,right,center
40,58,49,49,1.0,left,center
109,51,46,46,1.0,right,center
38,59,48,48,1.0,left,center
113,53,47,47,1.0,right,center
43,68,42,42,1.0,left,center
110,51,49,49,1.0,right,center
42,67,43,43,1.0,left,center
115,53,47,47,1.0,right,center
43,60,50,50,1.0,left,center
108,52,46,46,1.0,right,center
35,59,49,49,1.0,left,center
117,56,45,45,1.0,right,center
44,62,48,48,1.0,left,center
109,52,42,42,1.0,right,center
35,58,45,45,1.0,left,center
113,55,43,43,1.0,right,center
41,61,45,45,1.0,left,center
106,50,42,42,1.0,right,center
33,55,44,44,1.0,left,center
114,54,42,42,1.0,right,center
41,58,44,44,1.0,left,center
113,56,41,41,1.0,right,center
41,60,43,43,1.0,left,center
120,58,40,40,1.0,right,center
48,61,44,44,1.0,center,center
119,58,40,40,1.0,right,center
46,60,44,44,1.0,left,center
115,55,40,40,1.0,right,center
44,58,44,44,1.0,center,center
117,56,40,40,1.0,right,center
45,59,44,44,1.0,left,center
114,53,40,40,1.0,right,center
42,58,42,42,1.0,left,center
110,51,41,41,1.0,right,center
38,55,44,44,1.0,left,center
107,52,41,41,1.0,right,center
35,56,44,44,1.0,left,center
110,54,40,40,1.0,right,center
36,58,43,43,1.0,left,center
114,56,41,41,1.0,right,center
40,61,45,45,1.0,left,center
115,56,41,41,1.0,right,center
41,61,44,44,1.0,left,center
109,56,42,42,1.0,right,center
33,61,44,44,1.0,left,center
110,55,41,41,1.0,right,center
38,61,44,44,1.0,left,center
106,50,52,52,1.0,right,center
108,50,48,48,1.0,right,center
33,41,63,63,1.0,left,center
45,58,46,46,1.0,left,center
45,65,41,41,1.0,left,center
114,56,44,44,1.0,right,center
117,54,41,41,1.0,right,center
42,59,45,45,1.0,left,center
116,55,41,41,1.0,right,center
38,59,46,46,1.0,left,center
110,53,44,44,1.0,right,center
37,59,45,45,1.0,left,center
119,59,43,43,1.0,right,center
48,65,44,44,1.0,left,center
111,52,44,44,1.0,right,center
37,59,44,44,1.0,left,center
16,58,51,51,1.0,left,center
110,55,42,42,1.0,right,center
37,59,43,43,1.0,left,center
110,54,44,44,1.0,right,center
37,59,43,43,1.0,left,center
118,60,44,44,1.0,right,center
46,66,43,43,1.0,left,center
109,54,44,44,1.0,right,center
37,61,42,42,1.0,left,center
79,152,24,24,1.0,center,center
111,56,44,44,1.0,right,center
39,63,44,44,1.0,left,center
106,52,47,47,1.0,right,center
36,60,44,44,1.0,left,center
115,53,44,44,1.0,right,center
38,59,45,45,1.0,left,center
117,56,47,47,1.0,right,center
46,65,45,45,1.0,left,center
121,58,48,48,1.0,right,center
53,69,43,43,1.0,center,center
53,72,40,40,1.0,left,center
124,62,43,43,1.0,right,center
120,57,45,45,1.0,right,center
49,66,43,43,1.0,left,center
116,55,45,45,1.0,right,center
85,155,23,23,1.0,center,center
40,64,45,45,1.0,left,center
118,59,48,48,1.0,right,center
87,161,23,23,1.0,center,center
45,71,43,43,1.0,left,center
119,55,47,47,1.0,right,center
43,65,44,44,1.0,left,center
86,157,24,24,1.0,center,right
109,48,48,48,1.0,right,center
37,60,42,42,1.0,left,center
126,59,46,46,1.0,right,center
52,69,43,43,1.0,left,center
120,58,46,46,1.0,right,center
47,68,43,43,1.0,left,center
115,53,46,46,1.0,right,center
40,61,45,45,1.0,left,center
113,54,47,47,1.0,right,center
36,62,44,44,1.0,left,center
115,56,47,47,1.0,right,center
40,66,42,42,1.0,left,center
119,54,46,46,1.0,right,center
44,62,44,44,1.0,left,center
122,57,45,45,1.0,right,center
86,156,23,23,1.0,center,right
45,63,45,45,1.0,left,center
28,64,46,46,1.0,left,center
53,71,43,43,1.0,left,center
127,64,46,46,1.0,right,center
115,57,46,46,1.0,right,center
42,64,44,44,1.0,left,center
120,61,46,46,1.0,right,center
45,68,45,45,1.0,left,center
84,160,23,23,1.0,center,center
117,60,45,45,1.0,right,center
42,67,43,43,1.0,left,center
81,158,25,25,1.0,center,center
69,149,39,39,1.0,center,center
80,157,25,25,1.0,center,center
117,58,44,44,1.0,right,center
43,66,42,42,1.0,left,center
118,58,45,45,1.0,right,center
43,65,43,43,1.0,left,center
82,155,26,26,1.0,center,center
116,55,44,44,1.0,right,center
41,61,43,43,1.0,left,center
114,55,43,43,1.0,right,center
40,60,44,44,1.0,left,center
115,54,43,43,1.0,right,center
42,59,43,43,1.0,left,center
117,55,44,44,1.0,right,center
41,62,43,43,1.0,left,center
117,55,45,45,1.0,right,center
44,64,41,41,1.0,left,center
117,57,45,45,1.0,right,center
44,64,43,43,1.0,left,center
123,61,45,45,1.0,right,center
49,68,44,44,1.0,left,center
128,62,45,45,1.0,right,center
53,69,44,44,1.0,center,center
118,59,47,47,1.0,right,center
46,68,41,41,1.0,left,center
122,56,46,46,1.0,right,center
52,66,40,40,1.0,center,center
123,58,47,47,1.0,right,center
53,67,41,41,1.0,left,center
126,62,46,46,1.0,right,center
54,71,41,41,1.0,left,center
118,60,47,47,1.0,right,center
46,70,41,41,1.0,left,center
55,73,39,39,1.0,left,center
126,61,48,48,1.0,right,center
48,66,39,39,1.0,left,center
117,52,50,50,1.0,right,center
46,67,38,38,1.0,left,center
115,52,51,51,1.0,right,center
121,56,49,49,1.0,right,center
48,70,38,38,1.0,left,center
119,57,48,48,1.0,right,center
48,70,38,38,1.0,left,center
119,56,50,50,1.0,right,center
48,70,38,38,1.0,left,center
121,56,50,50,1.0,right,center
50,70,39,39,1.0,left,center
104,42,47,47,1.0,right,center
106,43,47,47,1.0,right,center
111,45,44,44,1.0,right,center
43,59,28,28,1.0,left,center
116,50,44,44,1.0,right,center
107,48,42,42,1.0,right,center
38,60,30,30,1.0,left,center
108,51,42,42,1.0,right,center
38,61,29,29,1.0,left,center
106,47,44,44,1.0,right,center
39,57,33,33,1.0,left,center
109,49,42,42,1.0,right,center
40,63,24,24,1.0,left,center
43,58,29,29,1.0,left,center
110,47,42,42,1.0,right,center
40,57,31,31,1.0,left,center
38,58,28,28,1.0,left,center
107,47,41,41,1.0,right,center
103,49,45,45,1.0,right,center
110,49,50,50,1.0,right,center
121,58,44,44,1.0,right,center
2,27,24,24,1.0,left,right
56,64,35,35,1.0,center,center
119,57,44,44,1.0,right,center
51,62,36,36,1.0,center,center
108,55,43,43,1.0,right,center
41,60,34,34,1.0,left,center
54,63,35,35,1.0,center,center
122,59,41,41,1.0,right,center
45,58,41,41,1.0,left,center
118,59,41,41,1.0,right,center
92,158,33,33,1.0,center,center
41,56,42,42,1.0,left,center
112,55,43,43,1.0,right,center
47,56,43,43,1.0,left,center
121,57,43,43,1.0,right,center
40,54,44,44,1.0,left,center
116,58,40,40,1.0,right,center
102,60,34,34,1.0,center,center
53,62,46,46,1.0,center,center
132,66,42,42,1.0,right,center
122,59,44,44,1.0,right,center
45,58,45,45,1.0,left,center
62,142,44,44,1.0,center,center
132,66,42,42,1.0,right,center
52,61,49,49,1.0,center,center
44,56,47,47,1.0,left,center
122,60,42,42,1.0,right,center
48,58,48,48,1.0,left,center
127,62,42,42,1.0,right,center
38,52,47,47,1.0,left,center
115,56,42,42,1.0,right,center
123,63,42,42,1.0,right,center
44,57,48,48,1.0,left,center
119,59,42,42,1.0,right,center
39,53,48,48,1.0,left,center
39,53,47,47,1.0,left,center
118,58,40,40,1.0,right,center
44,52,48,48,1.0,left,center
124,59,40,40,1.0,right,center
125,66,40,40,1.0,right,center
46,59,49,49,1.0,left,center
48,60,50,50,1.0,left,center
128,67,40,40,1.0,right,center
44,58,46,46,1.0,left,center
123,62,42,42,1.0,right,center
67,145,35,35,1.0,center,center
45,58,47,47,1.0,left,center
124,61,45,45,1.0,right,center
44,58,47,47,1.0,left,center
123,61,44,44,1.0,right,center
45,57,45,45,1.0,left,center
123,58,44,44,1.0,right,center
49,65,46,46,1.0,left,center
129,67,44,44,1.0,right,center
44,61,46,46,1.0,left,center
124,63,43,43,1.0,right,center
48,66,46,46,1.0,left,center
128,67,45,45,1.0,right,center
44,61,47,47,1.0,left,center
125,62,44,44,1.0,right,center
47,64,47,47,1.0,left,center
127,66,43,43,1.0,right,center
95,164,46,46,1.0,center,center
50,67,47,47,1.0,left,center
129,69,45,45,1.0,right,center
127,68,45,45,1.0,right,center
47,67,47,47,1.0,left,center
44,64,46,46,1.0,left,center
123,64,45,45,1.0,right,center
124,64,44,44,1.0,right,center
43,62,46,46,1.0,left,center
48,62,46,46,1.0,left,center
126,64,44,44,1.0,right,center
119,57,44,44,1.0,right,center
40,54,47,47,1.0,left,center
46,62,45,45,1.0,left,center
124,63,44,44,1.0,right,center
44,61,47,47,1.0,left,center
122,64,44,44,1.0,right,center
40,54,46,46,1.0,left,center
118,56,44,44,1.0,right,center
44,59,45,45,1.0,left,center
77,150,24,24,1.0,center,center
123,61,44,44,1.0,right,center
77,147,28,28,1.0,center,left
122,58,44,44,1.0,right,center
46,56,46,46,1.0,left,center
47,60,47,47,1.0,left,center
123,62,44,44,1.0,right,center
37,54,47,47,1.0,left,center
117,58,42,42,1.0,right,center
56,134,45,45,1.0,center,center
120,59,43,43,1.0,right,center
42,57,46,46,1.0,left,center
120,62,44,44,1.0,right,center
44,60,47,47,1.0,left,center
120,61,44,44,1.0,right,center
100,178,26,26,1.0,center,right
43,60,46,46,1.0,left,center
45,59,46,46,1.0,left,center
121,59,44,44,1.0,right,center
49,62,46,46,1.0,left,center
125,62,45,45,1.0,right,center
122,63,43,43,1.0,right,center
48,63,44,44,1.0,left,center
51,65,45,45,1.0,left,center
130,66,43,43,1.0,right,center
127,62,43,43,1.0,right,center
49,62,46,46,1.0,left,center
48,63,44,44,1.0,left,center
126,61,45,45,1.0,right,center
44,59,45,45,1.0,left,center
122,57,46,46,1.0,right,center
127,62,44,44,1.0,right,center
50,65,45,45,1.0,left,center
45,64,44,44,1.0,left,center
122,61,45,45,1.0,right,center
126,60,46,46,1.0,right,center
49,64,45,45,1.0,left,center
122,59,46,46,1.0,right,center
46,63,45,45,1.0,left,center
124,59,47,47,1.0,right,center
49,65,43,43,1.0,left,center
125,59,46,46,1.0,right,center
47,64,46,46,1.0,left,center
122,60,47,47,1.0,right,center
46,65,45,45,1.0,left,center
123,58,47,47,1.0,right,center
48,64,44,44,1.0,left,center
118,56,46,46,1.0,right,center
44,62,45,45,1.0,left,center
49,66,45,45,1.0,left,center
122,60,47,47,1.0,right,center
124,60,49,49,1.0,right,center
54,65,47,47,1.0,center,center
123,59,48,48,1.0,right,center
52,65,45,45,1.0,left,center
125,61,46,46,1.0,right,center
51,65,44,44,1.0,left,center
124,61,46,46,1.0,right,center
51,66,44,44,1.0,left,center
74,146,36,36,1.0,center,center
125,61,45,45,1.0,right,center
53,65,44,44,1.0,center,center
126,62,45,45,1.0,right,center
53,65,45,45,1.0,left,center
126,60,46,46,1.0,right,center
50,63,44,44,1.0,left,center
121,56,44,44,1.0,right,center
45,59,44,44,1.0,left,center
53,67,46,46,1.0,center,center
126,65,46,46,1.0,right,center
126,66,44,44,1.0,right,center
50,66,46,46,1.0,left,center
124,64,42,42,1.0,right,center
48,61,48,48,1.0,left,center
48,63,47,47,1.0,left,center
125,65,43,43,1.0,right,center
53,64,47,47,1.0,center,center
127,65,44,44,1.0,right,center
52,67,46,46,1.0,left,center
128,67,44,44,1.0,right,center
129,63,44,44,1.0,right,center
52,61,48,48,1.0,center,center
123,50,64,64,1.0,right,right
124,55,68,68,1.0,right,right
106,34,92,92,1.0,center,right
130,55,72,72,1.0,right,center
136,65,63,63,1.0,right,center
125,51,74,74,1.0,right,right
116,52,88,88,1.0,center,center
111,41,87,87,1.0,center,center
50,70,63,63,1.0,left,center
58,61,71,71,1.0,center,center
44,45,77,77,1.0,center,center
134,53,71,71,1.0,right,right
47,67,64,64,1.0,left,center
130,46,65,65,1.0,right,center
38,60,60,60,1.0,left,left
128,54,61,61,1.0,right,center
31,55,66,66,1.0,left,center
135,64,62,62,1.0,right,center
39,63,65,65,1.0,left,center
136,58,63,63,1.0,right,right
46,60,63,63,1.0,left,center
138,62,52,52,1.0,right,right
54,57,63,63,1.0,center,center
44,51,68,68,1.0,left,center
54,60,57,57,1.0,center,center
110,37,86,86,1.0,right,center
60,63,55,55,1.0,center,center
126,52,69,69,1.0,right,right
129,50,61,61,1.0,right,center
50,55,56,56,1.0,left,right
131,51,63,63,1.0,right,center
47,53,58,58,1.0,left,center
39,47,58,58,1.0,left,center
121,44,62,62,1.0,right,center
127,47,60,60,1.0,right,center
44,51,57,57,1.0,left,center
43,56,54,54,1.0,left,center
120,46,66,66,1.0,right,center
68,71,51,51,1.0,center,right
122,58,69,69,1.0,right,center
134,61,69,69,1.0,right,center
136,60,69,69,1.0,right,center
134,56,70,70,1.0,right,center
131,57,64,64,1.0,right,center
58,61,61,61,1.0,center,right
126,48,72,72,1.0,right,center
206,12,59,59,1.0,right,center
10,22,24,24,1.0,left,center
125,38,80,80,1.0,right,right
123,51,66,66,1.0,right,center
123,49,69,69,1.0,right,right
52,60,54,54,1.0,left,center
49,60,49,49,1.0,left,center
124,53,61,61,1.0,right,right
131,53,68,68,1.0,right,right
128,57,59,59,1.0,right,center
119,48,69,69,1.0,right,center
122,50,63,63,1.0,right,center
122,52,67,67,1.0,right,center
123,49,68,68,1.0,right,center
47,60,52,52,1.0,left,center
122,48,69,69,1.0,right,center
122,44,68,68,1.0,right,center
126,50,66,66,1.0,right,center
125,47,67,67,1.0,right,right
121,44,68,68,1.0,right,right
134,62,56,56,1.0,right,center
61,69,50,50,1.0,center,center
127,57,66,66,1.0,right,center
56,70,50,50,1.0,left,right
128,60,60,60,1.0,right,center
129,56,63,63,1.0,right,center
59,65,56,56,1.0,center,center
132,58,63,63,1.0,right,center
132,59,62,62,1.0,right,center
121,52,67,67,1.0,right,right
125,57,62,62,1.0,right,right
121,46,68,68,1.0,right,right
124,52,67,67,1.0,right,center
125,53,64,64,1.0,right,center
124,53,63,63,1.0,right,right
121,44,72,72,1.0,right,right
132,58,60,60,1.0,right,right
128,60,65,65,1.0,right,center
131,58,65,65,1.0,right,right
128,56,62,62,1.0,right,center
125,51,67,67,1.0,right,right
129,58,60,60,1.0,right,center
127,53,65,65,1.0,right,center
129,53,64,64,1.0,right,center
124,49,60,60,1.0,right,center
122,50,67,67,1.0,right,center
129,54,63,63,1.0,right,center
124,50,66,66,1.0,right,center
115,50,69,69,1.0,right,right
128,55,61,61,1.0,right,right
130,55,59,59,1.0,right,right
112,32,88,88,1.0,right,center
123,50,66,66,1.0,right,right
119,53,68,68,1.0,right,center
122,46,74,74,1.0,right,right
40,52,64,64,1.0,left,right
127,49,63,63,1.0,right,right
120,51,67,67,1.0,right,center
123,46,67,67,1.0,right,right
45,61,47,47,1.0,left,center
119,51,70,70,1.0,right,right
110,34,90,90,1.0,right,right
117,41,80,80,1.0,right,right
118,56,75,75,1.0,right,right
143,54,59,59,1.0,right,center
112,43,76,76,1.0,right,right
116,48,74,74,1.0,right,right
119,51,74,74,1.0,right,right
50,66,48,48,1.0,left,center
118,46,70,70,1.0,right,right
120,52,69,69,1.0,right,right
54,74,44,44,1.0,left,center
123,53,72,72,1.0,right,right
48,65,47,47,1.0,left,center
117,45,73,73,1.0,right,right
116,51,70,70,1.0,right,right
47,68,48,48,1.0,left,center
52,72,47,47,1.0,left,center
124,55,68,68,1.0,right,center
130,60,69,69,1.0,right,center
55,71,54,54,1.0,left,center
50,71,44,44,1.0,left,center
122,55,68,68,1.0,right,center
126,55,71,71,1.0,right,right
116,48,71,71,1.0,right,center
119,54,73,73,1.0,right,right
116,49,69,69,1.0,right,center
43,62,50,50,1.0,left,center
120,50,71,71,1.0,right,right
122,52,65,65,1.0,right,center
46,61,50,50,1.0,left,center
121,49,68,68,1.0,right,center
53,69,46,46,1.0,left,center
120,54,68,68,1.0,right,center
44,60,50,50,1.0,left,right
117,47,69,69,1.0,right,center
53,76,31,31,1.0,left,center
70,74,36,36,1.0,center,center
124,51,68,68,1.0,right,right
120,48,69,69,1.0,right,right
48,67,44,44,1.0,left,center
116,45,74,74,1.0,right,right
45,64,49,49,1.0,left,center
134,60,66,66,1.0,right,center
123,54,74,74,1.0,right,right
121,55,71,71,1.0,right,right
132,65,68,68,1.0,right,right
120,55,74,74,1.0,right,right
121,55,78,78,1.0,right,right
53,74,50,50,1.0,left,center
54,74,46,46,1.0,left,center
123,58,70,70,1.0,right,right
120,50,74,74,1.0,right,right
125,58,73,73,1.0,right,center
124,55,70,70,1.0,right,right
118,50,73,73,1.0,right,right
128,57,68,68,1.0,right,right
121,57,71,71,1.0,right,center
45,70,52,52,1.0,left,center
122,53,70,70,1.0,right,center
123,53,68,68,1.0,right,center
47,69,50,50,1.0,left,center
45,64,51,51,1.0,left,center
120,52,70,70,1.0,right,right
126,57,68,68,1.0,right,center
50,74,48,48,1.0,left,center
122,49,69,69,1.0,right,right
121,51,73,73,1.0,right,right
46,65,56,56,1.0,left,right
50,71,52,52,1.0,left,center
125,58,68,68,1.0,right,center
122,56,68,68,1.0,right,center
50,73,48,48,1.0,left,center
122,50,72,72,1.0,right,right
54,71,45,45,1.0,left,right
55,70,50,50,1.0,left,center
125,57,69,69,1.0,right,right
119,56,70,70,1.0,right,right
52,71,45,45,1.0,left,center
121,52,72,72,1.0,right,right
128,55,68,68,1.0,right,center
120,47,72,72,1.0,right,right
50,65,49,49,1.0,left,center
49,83,27,27,1.0,left,center
128,56,67,67,1.0,right,right
50,70,44,44,1.0,left,center
126,54,66,66,1.0,right,center
50,67,46,46,1.0,left,center
124,53,67,67,1.0,right,center
123,52,66,66,1.0,right,center
49,64,49,49,1.0,left,center
124,55,68,68,1.0,right,center
51,68,50,50,1.0,left,center
118,52,71,71,1.0,right,center
48,66,51,51,1.0,left,center
117,50,71,71,1.0,right,right
45,62,52,52,1.0,left,center
44,62,53,53,1.0,left,center
118,48,73,73,1.0,right,right
47,63,47,47,1.0,left,center
114,45,73,73,1.0,right,right
53,69,48,48,1.0,left,right
126,55,69,69,1.0,right,center
65,70,44,44,1.0,center,center
48,69,49,49,1.0,left,center
130,55,67,67,1.0,right,center
56,71,47,47,1.0,center,center
118,52,74,74,1.0,right,right
132,34,90,90,1.0,right,left
54,71,45,45,1.0,left,center
122,50,74,74,1.0,right,right
46,66,52,52,1.0,left,center
130,55,66,66,1.0,right,center
128,56,65,65,1.0,right,center
48,66,52,52,1.0,left,center
126,56,64,64,1.0,right,right
45,67,51,51,1.0,left,center
54,67,51,51,1.0,left,center
129,56,68,68,1.0,right,right
45,66,49,49,1.0,left,center
128,55,65,65,1.0,right,center
132,53,67,67,1.0,right,center
128,49,70,70,1.0,right,center
123,51,71,71,1.0,right,right
46,69,48,48,1.0,left,right
124,51,71,71,1.0,right,center
48,67,51,51,1.0,left,right
127,52,68,68,1.0,right,center
44,66,50,50,1.0,left,center
129,56,67,67,1.0,right,center
49,69,48,48,1.0,left,center
133,60,68,68,1.0,right,right
48,69,55,55,1.0,left,center
50,73,52,52,1.0,left,right
129,58,73,73,1.0,right,right
129,53,67,67,1.0,right,center
128,55,72,72,1.0,right,center
131,59,71,71,1.0,right,right
141,60,67,67,1.0,right,center
131,52,73,73,1.0,right,right
127,47,74,74,1.0,right,right
132,52,70,70,1.0,right,right
52,69,50,50,1.0,left,right
125,49,76,76,1.0,right,right
44,64,55,55,1.0,left,center
126,46,70,70,1.0,right,right
43,60,53,53,1.0,left,right
130,50,64,64,1.0,right,center
126,40,67,67,1.0,right,right
42,52,51,51,1.0,left,center
129,44,68,68,1.0,right,right
46,60,50,50,1.0,left,center
131,49,64,64,1.0,right,right
39,73,30,30,1.0,left,center
129,50,63,63,1.0,right,right
42,60,51,51,1.0,left,center
128,48,62,62,1.0,right,right
41,59,51,51,1.0,left,center
45,76,28,28,1.0,left,center
133,55,61,61,1.0,right,center
44,64,52,52,1.0,left,center
98,51,72,72,1.0,center,center
122,54,71,71,1.0,right,right
38,64,58,58,1.0,left,center
122,44,72,72,1.0,right,right
42,60,51,51,1.0,left,center
48,71,48,48,1.0,left,center
132,55,69,69,1.0,right,right
127,51,75,75,1.0,right,right
48,71,49,49,1.0,left,center
137,66,64,64,1.0,right,right
52,76,51,51,1.0,left,center
129,62,70,70,1.0,right,right
123,48,76,76,1.0,right,right
121,50,78,78,1.0,right,right
116,43,80,80,1.0,right,center
129,58,63,63,1.0,right,right
124,52,63,63,1.0,right,center
121,46,72,72,1.0,right,right
102,34,81,81,1.0,center,center
124,54,63,63,1.0,right,right
128,60,55,55,1.0,right,right
121,49,65,65,1.0,right,center
122,49,64,64,1.0,right,center
129,57,57,57,1.0,right,center
126,52,63,63,1.0,right,right
119,46,74,74,1.0,right,center
115,39,85,85,1.0,right,center
140,68,66,66,1.0,right,right
132,51,78,78,1.0,right,right
130,61,71,71,1.0,right,center
131,55,72,72,1.0,right,center
134,54,80,80,1.0,right,right
128,55,80,80,1.0,right,right
131,58,72,72,1.0,right,center
129,55,78,78,1.0,right,right
130,52,76,76,1.0,right,right
54,76,53,53,1.0,left,center
133,60,73,73,1.0,right,right
52,69,55,55,1.0,left,right
130,54,76,76,1.0,right,right
56,78,55,55,1.0,left,center
132,61,79,79,1.0,right,right
123,56,79,79,1.0,center,right
116,56,72,72,1.0,center,center
118,52,72,72,1.0,center,right
108,48,84,84,1.0,center,center
106,51,80,80,1.0,center,center
18,26,37,37,1.0,left,left
138,62,80,80,1.0,right,right
137,61,79,79,1.0,right,right
150,74,66,66,1.0,right,right
18,19,34,34,1.0,left,right
133,65,71,71,1.0,right,right
133,57,79,79,1.0,right,center
59,79,45,45,1.0,left,right
125,50,89,89,1.0,right,right
140,60,76,76,1.0,right,right
24,30,30,30,1.0,left,center
139,60,77,77,1.0,right,right
143,65,73,73,1.0,right,right
16,24,36,36,1.0,left,right
129,56,80,80,1.0,right,center
139,59,73,73,1.0,right,right
123,49,83,83,1.0,right,right
56,75,49,49,1.0,left,center
135,58,81,81,1.0,right,right
55,74,49,49,1.0,left,center
133,55,81,81,1.0,right,right
55,67,47,47,1.0,left,center
134,52,76,76,1.0,right,center
136,52,74,74,1.0,right,right
51,65,52,52,1.0,left,center
140,60,75,75,1.0,right,right
59,76,49,49,1.0,left,center
141,63,71,71,1.0,right,right
142,64,73,73,1.0,right,right
19,27,31,31,1.0,left,right
68,78,45,45,1.0,center,right
128,60,74,74,1.0,right,center
54,72,49,49,1.0,left,center
130,55,77,77,1.0,right,right
125,55,74,74,1.0,right,center
49,69,46,46,1.0,left,right
123,52,75,75,1.0,right,center
116,56,74,74,1.0,center,right
123,54,79,79,1.0,right,center
108,41,76,76,1.0,right,right
109,49,71,71,1.0,right,center
115,48,72,72,1.0,right,right
118,39,80,80,1.0,right,right
140,60,60,60,1.0,right,right
122,57,70,70,1.0,right,center
127,52,72,72,1.0,right,center
119,58,64,64,1.0,right,center
132,62,67,67,1.0,right,right
67,68,52,52,1.0,center,center
61,70,54,54,1.0,left,center
144,67,65,65,1.0,right,right
